#,$id,broader_concept,Titre du du niveau,Commentaire (description) du titre du niveau,libellé alternatif,libellé alternatif,libellé alternatif,libellé alternatif,libellé alternatif,libellé alternatif,
lang,,,fr,fr,fr,fr,fr,fr,fr,fr,
url,skos:Concept,skos:broader,skos:prefLabel,skos:definition,skos:altLabel,skos:altLabel,skos:altLabel,skos:altLabel,skos:altLabel,skos:altLabel,
type,,url,string,string,string,string,string,string,string,string,
,#12-29-39,#12-29,Miqueu,Lieu-dit habité,"Loupiac (Gironde, France) -- Miqueu",PAIHABIT0000000050823355,,"44,63542814, -0,278731879999953",,,
,#12-29-4,#12-29,Rondillon,Lieu-dit habité,"Loupiac (Gironde, France) -- Rondillon",PAIHABIT0000000050823349,,"44,6255262770001, -0,282263941999929",,,
,#12-29-40,#12-29,Jean Faux,Lieu-dit habité,"Loupiac (Gironde, France) -- Jean Faux",PAIHABIT0000000050823356,,"44,6311257530001, -0,279123828999957",,,
,#12-29-41,#12-29,Loupiac,Lieu-dit habité,"Loupiac (Gironde, France) -- Loupiac",PAIHABIT0000000050823392,,"44,6232723100001, -0,299615553999956",,,
,#12-29-42,#12-29,Château Ricaud,Château,"Loupiac (Gironde, France) -- Château Ricaud",PAIHABIT0000000050823344,,"44,6393630080001, -0,276330813999948",,,
,#12-29-43,#12-29,Bois de Roche,Lieu-dit non habité,"Loupiac (Gironde, France) -- Bois de Roche",PAIE_NAT0000000338787923,,"44,643506706, -0,264398793999931",,,
,#12-29-5,#12-29,Guinot,Lieu-dit habité,"Loupiac (Gironde, France) -- Guinot",PAIHABIT0000000050823352,,"44,6192083390001, -0,284199650999938",,,
,#12-29-6,#12-29,La Hiotte,Lieu-dit habité,"Loupiac (Gironde, France) -- La Hiotte",PAIHABIT0000000050823375,,"44,615545776, -0,298138926999911",,,
,#12-29-7,#12-29,Le Nord,Lieu-dit habité,"Loupiac (Gironde, France) -- Le Nord",PAIHABIT0000000050823350,,"44,61909008, -0,289901354999927",,,
,#12-29-8,#12-29,Couloumet,Lieu-dit habité,"Loupiac (Gironde, France) -- Couloumet",PAIHABIT0000000050823359,,"44,6244122040001, -0,288247580999951",,,
,#12-29-9,#12-29,Les Plainiers,Lieu-dit habité,"Loupiac (Gironde, France) -- Les Plainiers",PAIHABIT0000000050823363,,"44,632565744, -0,287066529999947",,,
,#12-3,#12,Béguey,Commune,"Béguey (Gironde, France)",COMMUNE00000000000001095,33040,"44.64278, -0.32333",33410,6448404,
,#12-3-1,#12-3,Grabaney,Lieu-dit habité,"Béguey (Gironde, France) -- Grabaney",PAIHABIT0000000050822629,,"44,6461700190001, -0,324990033999939",,,
,#12-3-10,#12-3,La Branche,Lieu-dit habité,"Béguey (Gironde, France) -- La Branche",PAIHABIT0000000050822624,,"44,6467498580001, -0,330033982999907",,,
,#12-3-11,#12-3,Birot,Lieu-dit habité,"Béguey (Gironde, France) -- Birot",PAIHABIT0000000050822576,,"44,6530161150001, -0,316868224999951",,,
,#12-3-12,#12-3,Vertheuil,Lieu-dit habité,"Béguey (Gironde, France) -- Vertheuil",PAIHABIT0000000050822625,,"44,6509778700001, -0,317439953999951",,,
,#12-3-13,#12-3,Bidon,Lieu-dit habité,"Béguey (Gironde, France) -- Bidon",PAIHABIT0000000050822619,,"44,6492906230001, -0,319856287999926",,,
,#12-3-14,#12-3,Palette,Lieu-dit habité,"Béguey (Gironde, France) -- Palette",PAIHABIT0000000050822621,,"44,6453269090001, -0,318533457999933",,,
,#12-3-15,#12-3,Le Raz,Lieu-dit habité,"Béguey (Gironde, France) -- Le Raz",PAIHABIT0000000050822627,,"44,6481723210001, -0,330732781999927",,,
,#12-3-16,#12-3,Tourasse,Lieu-dit habité,"Béguey (Gironde, France) -- Tourasse",PAIHABIT0000000050822626,,"44,6469822120001, -0,320062314999916",,,
,#12-3-17,#12-3,Boisson,Lieu-dit habité,"Béguey (Gironde, France) -- Boisson",PAIHABIT0000000050822630,,"44,6495887880001, -0,333573351999917",,,
,#12-3-18,#12-3,Les Capots,Lieu-dit habité,"Béguey (Gironde, France) -- Les Capots",PAIHABIT0000000050822640,,"44,6410300630001, -0,323560923999935",,,
,#12-3-19,#12-3,Le Tys,Château,"Béguey (Gironde, France) -- Le Tys",PAIHABIT0000000050822620,,"44,660644952, -0,323306884999909",,,
,#12-3-2,#12-3,La Fontaine,Lieu-dit habité,"Béguey (Gironde, France) -- La Fontaine",PAIHABIT0000000050822597,,"44,649804616, -0,316060619999917",,,
,#12-3-20,#12-3,Le Moulin des Graves,Moulin,"Béguey (Gironde, France) -- Le Moulin des Graves",PAIHABIT0000000050822622,,"44,6564901460001, -0,323575558999948",,,
,#12-3-21,#12-3,Le Moulin de Tassin,Moulin,"Béguey (Gironde, France) -- Le Moulin de Tassin",PAIHABIT0000000050822616,,"44,6478694240001, -0,319083356999954",,,
,#12-3-3,#12-3,Le Pin,Lieu-dit habité,"Béguey (Gironde, France) -- Le Pin",PAIHABIT0000000050822617,,"44,6456979780001, -0,320669474999931",,,
,#12-3-4,#12-3,La Grange,Lieu-dit habité,"Béguey (Gironde, France) -- La Grange",PAIHABIT0000000050822632,,"44,648341412, -0,327840864999928",,,
,#12-3-5,#12-3,La Peyreyre,Lieu-dit habité,"Béguey (Gironde, France) -- La Peyreyre",PAIHABIT0000000050822623,,"44,6442685150001, -0,321761548999916",,,
,#12-3-6,#12-3,Livran,Lieu-dit habité,"Béguey (Gironde, France) -- Livran",PAIHABIT0000000050822628,,"44,6504390150001, -0,32074193099993",,,
,#12-3-7,#12-3,Reynon,Lieu-dit habité,"Béguey (Gironde, France) -- Reynon",PAIHABIT0000000050822631,,"44,6521879350001, -0,318733150999947",,,
,#12-3-8,#12-3,Balesteins,Lieu-dit habité,"Béguey (Gironde, France) -- Balesteins",PAIHABIT0000000050822618,,"44,6587490300001, -0,327263997999921",,,
,#12-3-9,#12-3,Maison Quarrée,Lieu-dit habité,"Béguey (Gironde, France) -- Maison Quarrée",PAIHABIT0000000050822639,,"44,6537749300001, -0,33609084099993",,,
,#12-30,#12,Lugasson,Commune,"Lugasson (Gironde, France)",COMMUNE00000000000006622,33258,"44.75111, -0.16028",33760,6432290,
,#12-30-1,#12-30,Massiot,Lieu-dit habité,"Lugasson (Gironde, France) -- Massiot",PAIHABIT0000000050820129,,"44,759146833, -0,16854079299992",,,
,#12-30-10,#12-30,Charron,Lieu-dit habité,"Lugasson (Gironde, France) -- Charron",PAIHABIT0000000050820118,,"44,7608617480001, -0,152046301999917",,,
,#12-30-11,#12-30,Jean Girard,Lieu-dit habité,"Lugasson (Gironde, France) -- Jean Girard",PAIHABIT0000000050820116,,"44,75117198, -0,151957137999943",,,
,#12-30-12,#12-30,Roquefort,Lieu-dit habité,"Lugasson (Gironde, France) -- Roquefort",PAIHABIT0000000050820139,,"44,7508831340001, -0,169497700999955",,,
,#12-30-13,#12-30,Guillebot,Lieu-dit habité,"Lugasson (Gironde, France) -- Guillebot",PAIHABIT0000000050820111,,"44,7482997350001, -0,142850721999935",,,
,#12-30-14,#12-30,Drouilleau,Lieu-dit habité,"Lugasson (Gironde, France) -- Drouilleau",PAIHABIT0000000050820119,,"44,7512996390001, -0,148704558999953",,,
,#12-30-15,#12-30,Pontaret,Lieu-dit habité,"Lugasson (Gironde, France) -- Pontaret",PAIHABIT0000000050820112,,"44,7493263140001, -0,137214533999952",,,
,#12-30-16,#12-30,Béoulaïgue,Lieu-dit habité,"Lugasson (Gironde, France) -- Béoulaïgue",PAIHABIT0000000050820130,,"44,7454465360001, -0,168356874999915",,,
,#12-30-17,#12-30,Mitrot,Lieu-dit habité,"Lugasson (Gironde, France) -- Mitrot",PAIHABIT0000000050820125,,"44,752887828, -0,164017851999915",,,
,#12-30-18,#12-30,Aux Murasses,Lieu-dit habité,"Lugasson (Gironde, France) -- Aux Murasses",PAIHABIT0000000050820122,,"44,7610197350001, -0,145410632999926",,,
,#12-30-19,#12-30,Le Grand Moulin,Moulin,"Lugasson (Gironde, France) -- Le Grand Moulin",PAIHABIT0000000050820137,,"44,7458591350001, -0,171570030999931",,,
,#12-30-2,#12-30,Dauzanet,Lieu-dit habité,"Lugasson (Gironde, France) -- Dauzanet",PAIHABIT0000000050820136,,"44,7507300490001, -0,165525049999928",,,
,#12-30-3,#12-30,Le Bouscat,Lieu-dit habité,"Lugasson (Gironde, France) -- Le Bouscat",PAIHABIT0000000050820124,,"44,7586803180001, -0,139420862999941",,,
,#12-30-4,#12-30,Aux Fosses,Lieu-dit habité,"Lugasson (Gironde, France) -- Aux Fosses",PAIHABIT0000000050820108,,"44,7485819070001, -0,149505745999932",,,
,#12-30-5,#12-30,Les Gourdins,Lieu-dit habité,"Lugasson (Gironde, France) -- Les Gourdins",PAIHABIT0000000050820138,,"44,7574262310001, -0,169031874999916",,,
,#12-30-6,#12-30,La Lagune,Lieu-dit habité,"Lugasson (Gironde, France) -- La Lagune",PAIHABIT0000000050820117,,"44,7562969720001, -0,145365229999925",,,
,#12-30-7,#12-30,Fauroux,Lieu-dit habité,"Lugasson (Gironde, France) -- Fauroux",PAIHABIT0000000050820131,,"44,7569275970001, -0,159677508999948",,,
,#12-30-8,#12-30,Fontarnaud,Lieu-dit habité,"Lugasson (Gironde, France) -- Fontarnaud",PAIHABIT0000000050820123,,"44,752701873, -0,14917126499995",,,
,#12-30-9,#12-30,Terre Forte,Lieu-dit habité,"Lugasson (Gironde, France) -- Terre Forte",PAIHABIT0000000050820120,,"44,7612229360001, -0,137196650999954",,,
,#12-31,#12,Martres,Commune,"Martres (Gironde, France)",COMMUNE00000000000017846,33275,"44.7102, -0.1675",33760,6432302,
,#12-31-1,#12-31,Faucher,Lieu-dit habité,"Martres (Gironde, France) -- Faucher",PAIHABIT0000000050821026,,"44,706740558, -0,18192059799992",,,
,#12-31-10,#12-31,Coicault,Lieu-dit habité,"Martres (Gironde, France) -- Coicault",PAIHABIT0000000050821710,,"44,697963369, -0,169060900999909",,,
,#12-31-2,#12-31,La Commanderie,Lieu-dit habité,"Martres (Gironde, France) -- La Commanderie",PAIHABIT0000000050821000,,"44,7100212110001, -0,171026166999923",,,
,#12-31-3,#12-31,Jeandillon,Lieu-dit habité,"Martres (Gironde, France) -- Jeandillon",PAIHABIT0000000050821014,,"44,7035905960001, -0,170902646999934",,,
,#12-31-4,#12-31,Guillebot,Lieu-dit habité,"Martres (Gironde, France) -- Guillebot",PAIHABIT0000000050821027,,"44,7104275510001, -0,176117121999937",,,
,#12-31-5,#12-31,La Motte,Lieu-dit habité,"Martres (Gironde, France) -- La Motte",PAIHABIT0000000050821012,,"44,7103489040001, -0,154988937999917",,,
,#12-31-6,#12-31,Le Moulin de Maupas,Lieu-dit habité,"Martres (Gironde, France) -- Le Moulin de Maupas",PAIHABIT0000000050821009,,"44,7104110500001, -0,172860047999961",,,
,#12-31-7,#12-31,Brizard,Lieu-dit habité,"Martres (Gironde, France) -- Brizard",PAIHABIT0000000050821011,,"44,7090653330001, -0,171525724999924",,,
,#12-31-8,#12-31,Plaisance,Lieu-dit habité,"Martres (Gironde, France) -- Plaisance",PAIHABIT0000000050821020,,"44,7103767780001, -0,181868427999916",,,
,#12-31-9,#12-31,Grand Michaud,Lieu-dit habité,"Martres (Gironde, France) -- Grand Michaud",PAIHABIT0000000050821015,,"44,7119719730001, -0,168349912999929",,,
,#12-32,#12,Monprimblanc,Commune,"Monprimblanc (Gironde, France)",COMMUNE00000000000014538,33288,"44.6301, -0.262",33410,6432312,
,#12-32-1,#12-32,Naudin,Lieu-dit habité,"Monprimblanc (Gironde, France) -- Naudin",PAIHABIT0000000050823317,,"44,6261335520001, -0,268067135999956",,,
,#12-32-10,#12-32,D'Armagnac,Lieu-dit habité,"Monprimblanc (Gironde, France) -- D'Armagnac",PAIHABIT0000000050823295,,"44,6307346190001, -0,246163985999942",,,
,#12-32-11,#12-32,Le Moulin,Lieu-dit habité,"Monprimblanc (Gironde, France) -- Le Moulin",PAIHABIT0000000050823312,,"44,6306724460001, -0,260274950999928",,,
,#12-32-12,#12-32,Capet,Lieu-dit habité,"Monprimblanc (Gironde, France) -- Capet",PAIHABIT0000000050823315,,"44,6292971950001, -0,27010415999996",,,
,#12-32-13,#12-32,Le Bédat,Lieu-dit habité,"Monprimblanc (Gironde, France) -- Le Bédat",PAIHABIT0000000050823296,,"44,639022986, -0,249205853999911",,,
,#12-32-14,#12-32,Peyrotic,Lieu-dit habité,"Monprimblanc (Gironde, France) -- Peyrotic",PAIHABIT0000000050823320,,"44,6326772780001, -0,262258487999929",,,
,#12-32-15,#12-32,Lambert,Lieu-dit habité,"Monprimblanc (Gironde, France) -- Lambert",PAIHABIT0000000050823292,,"44,629449305, -0,24958253899996",,,
,#12-32-16,#12-32,Ramounichot,Lieu-dit habité,"Monprimblanc (Gironde, France) -- Ramounichot",PAIHABIT0000000050823300,,"44,629223278, -0,236959419999948",,,
,#12-32-17,#12-32,Meynard,Lieu-dit habité,"Monprimblanc (Gironde, France) -- Meynard",PAIHABIT0000000050823301,,"44,626853108, -0,246313879999946",,,
,#12-32-18,#12-32,Commune de Monprimblanc,Lieu-dit habité,"Monprimblanc (Gironde, France) -- Commune de Monprimblanc",PAIHABIT0000000050823311,,"44,6321471350001, -0,252303423999933",,,
,#12-32-19,#12-32,Balot,Lieu-dit habité,"Monprimblanc (Gironde, France) -- Balot",PAIHABIT0000000050823316,,"44,6272036350001, -0,264298559999929",,,
,#12-32-2,#12-32,Pézelin,Lieu-dit habité,"Monprimblanc (Gironde, France) -- Pézelin",PAIHABIT0000000050823313,,"44,6347327160001, -0,265151145999937",,,
,#12-32-20,#12-32,Village de L'église,Quartier,"Monprimblanc (Gironde, France) -- Village de L'église",PAIHABIT0000000050823330,,"44,6257628130001, -0,271917812999959",,,
,#12-32-21,#12-32,Le Grand Plantier,Lieu-dit non habité,"Monprimblanc (Gironde, France) -- Le Grand Plantier",PAIE_NAT0000000050696375,,"44,6224581230001, -0,275040278999938",,,
,#12-32-22,#12-32,Les Nivets,Lieu-dit non habité,"Monprimblanc (Gironde, France) -- Les Nivets",PAIE_NAT0000000050696374,,"44,636871011, -0,259957197999938",,,
,#12-32-3,#12-32,Teste,Lieu-dit habité,"Monprimblanc (Gironde, France) -- Teste",PAIHABIT0000000050823291,,"44,6273859440001, -0,236257095999917",,,
,#12-32-4,#12-32,La Croix,Lieu-dit habité,"Monprimblanc (Gironde, France) -- La Croix",PAIHABIT0000000050823318,,"44,6284231590001, -0,266357735999918",,,
,#12-32-5,#12-32,Ligue-Boye,Lieu-dit habité,"Monprimblanc (Gironde, France) -- Ligue-Boye",PAIHABIT0000000050823298,,"44,6333520420001, -0,242390384999908",,,
,#12-32-6,#12-32,Loche,Lieu-dit habité,"Monprimblanc (Gironde, France) -- Loche",PAIHABIT0000000050823297,,"44,635505966, -0,243019086999936",,,
,#12-32-7,#12-32,Le Boucher,Lieu-dit habité,"Monprimblanc (Gironde, France) -- Le Boucher",PAIHABIT0000000050823319,,"44,6314643920001, -0,256089867999947",,,
,#12-32-8,#12-32,La Martingue,Lieu-dit habité,"Monprimblanc (Gironde, France) -- La Martingue",PAIHABIT0000000050823299,,"44,6325245200001, -0,249674068999923",,,
,#12-32-9,#12-32,La Reuille,Lieu-dit habité,"Monprimblanc (Gironde, France) -- La Reuille",PAIHABIT0000000050823314,,"44,6340816110001, -0,256160337999916",,,
,#12-33,#12,Montignac,Commune,"Montignac (Gironde, France)",COMMUNE00000000000035584,33292,"44.712, -0.2242",33760,6454012,
,#12-33-1,#12-33,Le Reynaud,Lieu-dit habité,"Montignac (Gironde, France) -- Le Reynaud",PAIHABIT0000000050821044,,"44,717142375, -0,213220646999957",,,
,#12-33-10,#12-33,La Merline,Lieu-dit habité,"Montignac (Gironde, France) -- La Merline",PAIHABIT0000000050821047,,"44,7088813770001, -0,202724153999952",,,
,#12-33-11,#12-33,Grand Champ,Lieu-dit habité,"Montignac (Gironde, France) -- Grand Champ",PAIHABIT0000000050821056,,"44,7102514910001, -0,225941745999933",,,
,#12-33-12,#12-33,La Girardelle,Lieu-dit habité,"Montignac (Gironde, France) -- La Girardelle",PAIHABIT0000000050821049,,"44,7070855420001, -0,211525747999929",,,
,#12-33-13,#12-33,Le Casse,Lieu-dit habité,"Montignac (Gironde, France) -- Le Casse",PAIHABIT0000000050821041,,"44,708352457, -0,208075359999952",,,
,#12-33-14,#12-33,Le Palem,Lieu-dit habité,"Montignac (Gironde, France) -- Le Palem",PAIHABIT0000000050821043,,"44,7139758320001, -0,20695539299993",,,
,#12-33-15,#12-33,Jean Roudier,Lieu-dit habité,"Montignac (Gironde, France) -- Jean Roudier",PAIHABIT0000000050821059,,"44,7219383340001, -0,221011777999934",,,
,#12-33-2,#12-33,Laurençon,Lieu-dit habité,"Montignac (Gironde, France) -- Laurençon",PAIHABIT0000000050821042,,"44,7086992070001, -0,196153601999924",,,
,#12-33-3,#12-33,Brousse,Lieu-dit habité,"Montignac (Gironde, France) -- Brousse",PAIHABIT0000000050821050,,"44,7216280410001, -0,232799412999952",,,
,#12-33-4,#12-33,Camballerie,Lieu-dit habité,"Montignac (Gironde, France) -- Camballerie",PAIHABIT0000000050821057,,"44,7111408140001, -0,23023586599993",,,
,#12-33-5,#12-33,La Mothe,Lieu-dit habité,"Montignac (Gironde, France) -- La Mothe",PAIHABIT0000000050821060,,"44,71499513, -0,223572607999927",,,
,#12-33-6,#12-33,La Luce,Lieu-dit habité,"Montignac (Gironde, France) -- La Luce",PAIHABIT0000000050821048,,"44,7051695920001, -0,203704358999914",,,
,#12-33-7,#12-33,Bellevue,Lieu-dit habité,"Montignac (Gironde, France) -- Bellevue",PAIHABIT0000000050821058,,"44,7157491420001, -0,225588426999934",,,
,#12-33-8,#12-33,Chantecaille,Lieu-dit habité,"Montignac (Gironde, France) -- Chantecaille",PAIHABIT0000000050821055,,"44,7130700050001, -0,22157825499994",,,
,#12-33-9,#12-33,La Fauresse,Lieu-dit habité,"Montignac (Gironde, France) -- La Fauresse",PAIHABIT0000000050821062,,"44,714039197, -0,220536890999938",,,
,#12-34,#12,Mourens,Commune,"Mourens (Gironde, France)",COMMUNE00000000000034845,33299,"44.64889, -0.20972",33410,6432320,
,#12-34-1,#12-34,Mondin,Lieu-dit habité,"Mourens (Gironde, France) -- Mondin",PAIHABIT0000000050823285,,"44,6356751750001, -0,214154020999956",,,
,#12-34-10,#12-34,Viaut,Lieu-dit habité,"Mourens (Gironde, France) -- Viaut",PAIHABIT0000000050822491,,"44,6532720380001, -0,215887651999935",,,
,#12-34-11,#12-34,Hunaut,Lieu-dit habité,"Mourens (Gironde, France) -- Hunaut",PAIHABIT0000000050823267,,"44,6394100460001, -0,219163842999933",,,
,#12-34-12,#12-34,Boutet,Lieu-dit habité,"Mourens (Gironde, France) -- Boutet",PAIHABIT0000000050822509,,"44,654198701, -0,233667210999954",,,
,#12-34-13,#12-34,Gaillarteau,Lieu-dit habité,"Mourens (Gironde, France) -- Gaillarteau",PAIHABIT0000000050823265,,"44,6377119630001, -0,206256921999909",,,
,#12-34-14,#12-34,Birecourt,Lieu-dit habité,"Mourens (Gironde, France) -- Birecourt",PAIHABIT0000000050822512,,"44,645477483, -0,221576607999907",,,
,#12-34-15,#12-34,Coulonge,Lieu-dit habité,"Mourens (Gironde, France) -- Coulonge",PAIHABIT0000000050822458,,"44,6489314600001, -0,190681517999906",,,
,#12-34-16,#12-34,Glanet,Lieu-dit habité,"Mourens (Gironde, France) -- Glanet",PAIHABIT0000000050822457,,"44,65121858, -0,192978294999932",,,
,#12-34-17,#12-34,Sourlin,Lieu-dit habité,"Mourens (Gironde, France) -- Sourlin",PAIHABIT0000000050822463,,"44,6435980750001, -0,191348742999935",,,
,#12-34-18,#12-34,La Roque,Lieu-dit habité,"Mourens (Gironde, France) -- La Roque",PAIHABIT0000000050822483,,"44,6461084510001, -0,201532313999962",,,
,#12-34-19,#12-34,Cateau,Lieu-dit habité,"Mourens (Gironde, France) -- Cateau",PAIHABIT0000000050822508,,"44,645839858, -0,217579994999937",,,
,#12-34-2,#12-34,Peyrine,Lieu-dit habité,"Mourens (Gironde, France) -- Peyrine",PAIHABIT0000000050822514,,"44,6471303610001, -0,22922133499992",,,
,#12-34-20,#12-34,Archambaut,Lieu-dit habité,"Mourens (Gironde, France) -- Archambaut",PAIHABIT0000000050822481,,"44,6507421530001, -0,204275913999936",,,
,#12-34-21,#12-34,Ardouin,Lieu-dit habité,"Mourens (Gironde, France) -- Ardouin",PAIHABIT0000000050822464,,"44,6480445120001, -0,185007141999961",,,
,#12-34-22,#12-34,Redon,Lieu-dit habité,"Mourens (Gironde, France) -- Redon",PAIHABIT0000000050823257,,"44,6416468520001, -0,193239772999959",,,
,#12-34-23,#12-34,Pied d'Argent,Lieu-dit habité,"Mourens (Gironde, France) -- Pied d'Argent",PAIHABIT0000000050822485,,"44,643100491, -0,205152591999934",,,
,#12-34-24,#12-34,Philipperie,Lieu-dit habité,"Mourens (Gironde, France) -- Philipperie",PAIHABIT0000000050822501,,"44,6492279620001, -0,231132639999942",,,
,#12-34-25,#12-34,Barbe,Lieu-dit habité,"Mourens (Gironde, France) -- Barbe",PAIHABIT0000000050822510,,"44,6505761640001, -0,226958761999924",,,
,#12-34-26,#12-34,Philibert,Lieu-dit habité,"Mourens (Gironde, France) -- Philibert",PAIHABIT0000000050823264,,"44,6354479510001, -0,197509475999936",,,
,#12-34-27,#12-34,La Salle,Lieu-dit habité,"Mourens (Gironde, France) -- La Salle",PAIHABIT0000000050822525,,"44,6531541020001, -0,236418379999918",,,
,#12-34-28,#12-34,Monpezat,Lieu-dit habité,"Mourens (Gironde, France) -- Monpezat",PAIHABIT0000000050822511,,"44,651934827, -0,23426937399995",,,
,#12-34-29,#12-34,Martin,Lieu-dit habité,"Mourens (Gironde, France) -- Martin",PAIHABIT0000000050822472,,"44,645025966, -0,208630663999941",,,
,#12-34-3,#12-34,Bicaut,Lieu-dit habité,"Mourens (Gironde, France) -- Bicaut",PAIHABIT0000000050822470,,"44,6429165230001, -0,213475441999947",,,
,#12-34-30,#12-34,Naulet,Lieu-dit habité,"Mourens (Gironde, France) -- Naulet",PAIHABIT0000000050822527,,"44,66059605, -0,24102096799993",,,
,#12-34-31,#12-34,Le Vieux Moulin,Lieu-dit habité,"Mourens (Gironde, France) -- Le Vieux Moulin",PAIHABIT0000000050823250,,"44,638647404, -0,210533909999924",,,
,#12-34-32,#12-34,Targuet,Lieu-dit habité,"Mourens (Gironde, France) -- Targuet",PAIHABIT0000000050823286,,"44,6395046420001, -0,221298207999951",,,
,#12-34-33,#12-34,Bertric,Lieu-dit habité,"Mourens (Gironde, France) -- Bertric",PAIHABIT0000000050822488,,"44,6485087780001, -0,22644906499994",,,
,#12-34-34,#12-34,Vicaire,Lieu-dit habité,"Mourens (Gironde, France) -- Vicaire",PAIHABIT0000000050823252,,"44,6409537680001, -0,213146434999942",,,
,#12-34-35,#12-34,Loustalot,Lieu-dit habité,"Mourens (Gironde, France) -- Loustalot",PAIHABIT0000000050823234,,"44,6411982050001, -0,18927438399993",,,
,#12-34-36,#12-34,Gaillou,Lieu-dit habité,"Mourens (Gironde, France) -- Gaillou",PAIHABIT0000000050822479,,"44,6438679340001, -0,197599874999924",,,
,#12-34-37,#12-34,Galoupeau,Lieu-dit habité,"Mourens (Gironde, France) -- Galoupeau",PAIHABIT0000000050822528,,"44,654897959, -0,238805925999941",,,
,#12-34-38,#12-34,Pelle Cul,Lieu-dit habité,"Mourens (Gironde, France) -- Pelle Cul",PAIHABIT0000000050822502,,"44,6476757240001, -0,233620967999911",,,
,#12-34-39,#12-34,Bricard,Lieu-dit habité,"Mourens (Gironde, France) -- Bricard",PAIHABIT0000000050822462,,"44,6462121060001, -0,184092016999955",,,
,#12-34-4,#12-34,Portail Rouge,Lieu-dit habité,"Mourens (Gironde, France) -- Portail Rouge",PAIHABIT0000000050822507,,"44,6463996620001, -0,225053517999925",,,
